household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6,market_climb_index,dist_month,is_rainy_season,relative_remoteness,weekly_baseline_hh,avg_weekly_usage,pct_reduction,low_adoption
HH-04596,Burera,-1.448108,29.773797,2023-07-30,4.0,11.3,5.5,1795,18.3,18.8,20.5,18.1,22.3,18.1,9.872499999999999,7,0,0.08614934611964403,45.2,19.349999999999998,0.5719026548672567,0
HH-01791,Nyabihu,-1.565396,29.549867,2023-10-09,5.0,4.0,2.4,2371,14.0,15.3,18.8,17.3,17.5,17.7,5.6903999999999995,10,1,0.13593930581653496,20.0,16.76666666666667,0.16166666666666654,1
HH-01787,Burera,-1.470557,29.735469,2023-09-21,4.0,9.4,7.0,1721,34.9,32.7,35.5,31.7,29.5,32.9,12.047,9,1,0.057577793279404606,37.6,32.86666666666667,0.12588652482269505,1
HH-01570,Musanze,-1.510125,29.641993,2023-08-13,5.0,9.5,11.0,2088,,37.0,38.2,,38.0,36.6,22.968,8,0,0.07580209766657944,47.5,37.45,0.211578947368421,1
HH-01738,Nyabihu,-1.626766,29.487489,2023-02-21,6.0,8.5,0.8,2569,22.6,30.3,29.5,29.7,23.8,23.5,2.0552,2,0,0.10096368834883694,51.0,26.566666666666666,0.47908496732026146,0
HH-02252,Gakenke,-1.619156,29.77678,2023-11-16,4.0,4.0,5.0,1962,13.9,15.5,12.4,15.1,17.5,15.0,9.81,11,1,0.05342613754687028,16.0,14.9,0.06874999999999998,1
HH-04889,Nyabihu,-1.554087,29.456268,2023-06-24,4.0,8.3,1.5,2230,16.5,12.8,18.5,14.1,13.7,14.1,3.3449999999999998,6,0,0.04222947012573921,33.2,14.949999999999998,0.5496987951807231,0
HH-01026,Burera,-1.460365,29.7,2023-09-23,4.0,12.5,3.1,1885,38.5,49.2,52.3,53.7,,44.2,5.843500000000001,9,1,0.02564984454860987,50.0,47.58,0.04840000000000003,1
HH-01955,Gakenke,-1.60738,29.875675,2023-07-10,4.0,7.9,0.9,2053,13.7,14.9,14.0,18.0,12.0,14.7,1.8477,7,0,0.11199406184268053,31.6,14.549999999999999,0.5395569620253166,0
HH-03613,Musanze,-1.525561,29.619043,2023-09-24,4.0,5.9,1.1,1779,8.8,12.7,8.1,12.1,9.1,11.5,1.9569,9,1,0.07194417522064075,23.6,10.383333333333335,0.5600282485875706,0
HH-01563,Rulindo,-1.755573,30.053365,2024-06-09,4.0,10.8,22.6,1799,32.9,34.0,37.6,40.6,38.7,,40.6574,6,0,0.09553092450433859,43.2,36.760000000000005,0.149074074074074,1
HH-05778,Nyabihu,-1.564059,29.456505,2024-04-13,8.0,9.0,1.1,2358,39.6,31.9,40.3,37.4,36.7,32.8,2.5938000000000003,4,1,0.042866355315855545,72.0,36.449999999999996,0.4937500000000001,0
HH-06290,Musanze,-1.478231,29.665009,2023-03-22,5.0,8.8,3.2,1653,22.3,23.5,22.2,23.2,17.8,15.0,5.2896,3,1,0.08435949493600504,44.0,20.666666666666668,0.5303030303030303,0
HH-07467,Rulindo,-1.734021,30.094791,2024-05-06,5.0,12.2,3.4,1475,28.7,25.2,35.3,26.2,,27.9,5.015000000000001,5,1,0.13456355420916463,61.0,28.659999999999997,0.5301639344262296,0
HH-01331,Burera,-1.481816,29.80948,2023-04-09,4.0,9.1,5.8,1748,17.2,20.5,18.7,13.7,17.3,18.5,10.138399999999999,4,1,0.12901695094954815,36.4,17.650000000000002,0.5151098901098901,0
HH-06763,Nyabihu,-1.617208,29.466327,2024-05-22,5.0,8.8,2.3,2313,35.5,38.4,42.4,,42.7,34.4,5.3199,5,1,0.07938969507601142,44.0,38.68,0.12090909090909091,1
HH-07879,Burera,-1.477537,29.777071,2023-10-21,4.0,10.9,5.5,1805,42.0,39.8,37.2,30.7,40.2,38.7,9.9275,10,1,0.09736712714036558,43.6,38.099999999999994,0.12614678899082585,1
HH-05723,Rulindo,-1.763286,29.973897,2024-05-11,3.0,6.9,2.1,1788,22.4,19.2,17.6,20.6,19.4,15.9,3.7548000000000004,5,1,0.03202773786002022,20.700000000000003,19.183333333333334,0.07326892109500817,1
HH-02021,Gakenke,-1.672905,29.854663,2023-07-13,3.0,11.5,6.1,1996,18.0,16.2,17.5,16.4,16.8,14.3,12.1756,7,0,0.07042297409384381,34.5,16.53333333333333,0.5207729468599034,0
HH-00150,Musanze,-1.544749,29.673818,2024-06-08,7.0,10.0,5.7,1769,31.3,32.0,,43.0,35.7,24.2,10.0833,6,0,0.12239728279265405,70.0,33.239999999999995,0.5251428571428572,0
HH-05328,Nyabihu,-1.593703,29.53476,2024-04-20,5.0,9.7,2.4,2335,26.1,22.0,24.9,21.9,18.6,16.3,5.604,4,1,0.12595206304669973,48.5,21.633333333333336,0.5539518900343642,0
HH-05156,Musanze,-1.492131,29.674906,2023-12-25,4.0,7.7,1.6,2074,19.7,14.2,14.3,14.8,11.4,12.4,3.3184,12,1,0.09721093571330665,30.8,14.466666666666669,0.5303030303030303,0
HH-07786,Burera,-1.427617,29.788689,2023-11-04,6.0,5.4,0.7,1915,17.0,19.4,14.0,,12.1,15.2,1.3405,11,1,0.10087989705869709,32.400000000000006,15.540000000000001,0.5203703703703705,0
HH-01733,Burera,-1.486548,29.736773,2023-08-03,3.0,12.8,25.0,1975,30.8,38.5,34.1,39.4,33.3,36.8,49.375,8,0,0.06893176877459763,38.400000000000006,35.48333333333334,0.07595486111111104,1
HH-00971,Rulindo,-1.725594,29.978324,2024-05-22,3.0,4.5,13.3,1596,13.7,10.8,10.8,12.7,13.0,11.7,21.2268,5,1,0.02009095626078118,13.5,12.116666666666667,0.1024691358024691,1
HH-02339,Nyabihu,-1.605978,29.477092,2023-02-06,5.0,11.3,3.1,2410,50.6,54.4,46.7,47.3,50.1,41.8,7.471000000000001,2,0,0.07952076028787687,56.5,48.48333333333333,0.14188790560471987,1
HH-01264,Musanze,-1.456207,29.697035,2023-08-15,5.0,10.2,6.4,1815,51.0,45.0,47.5,52.4,49.4,44.1,11.616,8,0,0.1154322239367838,51.0,48.23333333333334,0.05424836601307174,1
HH-00170,Burera,-1.427136,29.796857,2023-09-17,7.0,10.0,2.2,2001,28.3,34.3,40.5,29.3,35.4,33.6,4.402200000000001,9,1,0.10905608317888507,70.0,33.56666666666667,0.5204761904761904,0
HH-04551,Gakenke,-1.600667,29.808918,2024-02-12,5.0,9.1,5.1,2045,39.1,43.3,40.0,43.7,38.0,33.1,10.429499999999999,2,0,0.07553429272097316,45.5,39.53333333333334,0.13113553113553103,1
HH-01516,Nyabihu,-1.600962,29.545641,2024-05-15,4.0,7.6,0.6,2382,12.2,16.7,13.0,11.2,13.2,11.5,1.4292,5,1,0.1385172593741097,30.4,12.966666666666667,0.5734649122807016,0
HH-02860,Nyabihu,-1.59898,29.499671,2023-11-22,6.0,7.8,2.9,2629,46.8,,42.5,34.4,42.0,44.4,7.624099999999999,11,1,0.0950973137376214,46.8,42.019999999999996,0.10213675213675216,1
HH-01480,Musanze,-1.541895,29.55865,2023-04-11,2.0,9.2,10.7,1703,14.8,18.0,15.5,15.2,16.1,15.5,18.2221,4,1,0.08131107008945793,18.4,15.85,0.13858695652173908,1
HH-01616,Rulindo,-1.70123,30.049055,2024-02-15,5.0,12.3,1.0,2046,28.1,29.2,28.3,34.3,31.2,34.2,2.046,2,0,0.09479102179978832,61.5,30.883333333333336,0.49783197831978315,0
HH-02575,Musanze,-1.483658,29.569151,2023-07-20,2.0,11.8,6.4,1930,14.2,12.7,11.7,9.7,11.2,8.4,12.352,7,0,0.023437404147563685,23.6,11.316666666666668,0.5204802259887005,0
HH-05803,Musanze,-1.55,29.576771,2023-04-05,4.0,6.9,3.4,2039,16.1,10.4,11.3,15.3,13.2,9.8,6.9326,4,1,0.08618251374154796,27.6,12.683333333333332,0.5404589371980677,0
HH-04906,Nyabihu,-1.613841,29.501642,2023-04-25,5.0,10.0,6.7,2287,37.7,42.2,43.2,43.7,43.8,51.3,15.3229,4,1,0.10412662771203324,50.0,43.650000000000006,0.1269999999999999,1
HH-02580,Burera,-1.484109,29.849265,2023-07-28,2.0,6.9,12.7,1880,12.0,14.9,13.7,12.5,12.3,13.5,23.875999999999998,7,0,0.16756776113004018,13.8,13.149999999999999,0.04710144927536247,1
HH-04249,Burera,-1.437416,29.771343,2023-04-03,6.0,11.3,1.7,2031,61.8,63.5,66.1,59.2,58.8,55.7,3.4527,4,1,0.08304477747534128,67.80000000000001,60.849999999999994,0.10250737463126867,1
HH-03439,Gakenke,-1.67351,29.895298,2023-07-15,4.0,12.1,0.6,2065,29.7,19.2,19.4,22.7,19.4,19.1,1.2389999999999999,7,0,0.11106237224919782,48.4,21.583333333333332,0.5540633608815427,0
HH-00234,Burera,-1.474649,29.837847,2024-02-26,2.0,8.2,5.1,1988,11.6,,16.5,13.3,14.8,16.5,10.1388,2,0,0.15408404960564012,16.4,14.540000000000001,0.11341463414634133,1
HH-00354,Nyabihu,-1.616851,29.545766,2023-04-22,5.0,9.4,3.0,2291,45.0,44.7,49.3,40.3,45.8,44.9,6.872999999999999,4,1,0.1444229597239589,47.0,45.0,0.0425531914893617,1
HH-02230,Musanze,-1.523965,29.695969,2023-04-03,3.0,11.0,8.6,1753,18.2,17.2,14.7,13.7,15.0,19.2,15.0758,4,1,0.12891696137878658,33.0,16.333333333333332,0.5050505050505051,0
HH-04634,Gakenke,-1.660052,29.856572,2023-11-24,6.0,11.0,1.5,2275,26.6,34.4,32.8,34.5,31.0,29.1,3.4124999999999996,11,1,0.07331658938405802,66.0,31.400000000000002,0.5242424242424242,0
HH-04514,Burera,-1.457922,29.817414,2024-06-01,5.0,9.4,6.2,1801,35.2,42.5,43.5,49.1,36.8,37.4,11.1662,6,0,0.13071453644451964,47.0,40.75000000000001,0.13297872340425518,1
HH-02878,Nyabihu,-1.587104,29.48814,2024-03-24,4.0,7.8,0.8,2337,23.4,30.4,23.8,28.5,29.4,24.8,1.8696000000000002,3,1,0.07973075178527189,31.2,26.71666666666667,0.14369658119658113,1
HH-05811,Nyabihu,-1.598037,29.513639,2023-08-25,6.0,9.3,9.3,2457,21.7,27.8,29.0,22.3,24.8,27.3,22.8501,8,0,0.10746942978139862,55.800000000000004,25.483333333333334,0.5433094384707288,0
HH-02848,Musanze,-1.495574,29.628662,2023-09-06,7.0,8.8,1.7,1994,27.9,31.6,28.2,29.0,36.4,29.6,3.3897999999999997,9,1,0.05647111888519785,61.60000000000001,30.45,0.5056818181818182,0
HH-03275,Rulindo,-1.786639,29.998768,2023-12-24,2.0,10.5,5.9,1892,15.9,19.3,18.2,18.7,22.2,20.3,11.1628,12,1,0.06498033785698401,21.0,19.1,0.0904761904761904,1
HH-03827,Musanze,-1.485967,29.644283,2023-07-19,5.0,13.4,2.5,1747,33.2,34.1,28.0,,31.9,30.7,4.367500000000001,7,0,0.06618221338929096,67.0,31.580000000000002,0.5286567164179105,0
HH-04921,Gakenke,-1.718559,29.76047,2023-12-02,4.0,7.9,3.5,2124,15.7,16.6,16.8,13.2,16.0,12.3,7.434,12,1,0.0522264018496307,31.6,15.1,0.5221518987341772,0
HH-01222,Nyabihu,-1.59898,29.4575,2023-09-24,5.0,8.2,24.0,2459,37.0,31.1,30.5,32.8,35.1,33.1,59.016000000000005,9,1,0.060084822936685545,41.0,33.26666666666666,0.188617886178862,1
HH-04690,Gakenke,-1.660374,29.8983,2024-06-01,4.0,12.1,4.4,2053,24.9,22.8,21.8,20.7,18.3,24.4,9.0332,6,0,0.11465178680276567,48.4,22.150000000000002,0.5423553719008264,0
HH-00510,Rulindo,-1.763007,30.015205,2024-01-23,5.0,8.7,1.7,1855,21.3,22.5,26.5,24.4,21.8,16.5,3.1534999999999997,1,0,0.06201079555768145,43.5,22.166666666666668,0.4904214559386973,0
HH-00998,Nyabihu,-1.570867,29.502552,2023-06-27,6.0,11.6,1.4,2414,64.1,67.8,68.2,72.2,59.3,53.1,3.3796,6,0,0.08941276132422611,69.6,64.11666666666666,0.07878352490421459,1
HH-05565,Gakenke,-1.690498,29.862153,2023-10-28,3.0,8.1,4.4,1928,23.8,23.9,22.2,20.2,17.1,18.9,8.4832,10,1,0.08006041825423496,24.299999999999997,21.01666666666667,0.13511659807956083,1
HH-04512,Burera,-1.439966,29.785325,2023-06-26,4.0,7.9,7.2,1756,26.4,,32.1,25.7,26.2,22.2,12.6432,6,0,0.09705701191374815,31.6,26.52,0.16075949367088613,1
HH-07101,Nyabihu,-1.570381,29.45188,2023-08-27,2.0,8.6,3.1,2417,15.4,,14.9,16.9,13.2,16.7,7.492699999999999,8,0,0.0398993316567284,17.2,15.420000000000002,0.10348837209302313,1
HH-06926,Nyabihu,-1.586921,29.526033,2023-06-14,5.0,6.5,2.1,2603,14.8,19.2,12.8,15.3,13.6,14.6,5.4663,6,0,0.11570761364708011,32.5,15.049999999999997,0.5369230769230771,0
HH-04687,Nyabihu,-1.620488,29.462962,2025-06-15,5.0,5.8,2.7,2503,13.2,10.6,,13.7,11.5,15.5,6.758100000000001,6,0,0.07978952041618301,29.0,12.9,0.5551724137931034,0
HH-06791,Rulindo,-1.778406,29.981436,2023-06-12,5.0,7.1,1.8,1886,17.8,21.1,18.2,15.8,14.8,12.3,3.3948,6,0,0.048920452416614815,35.5,16.666666666666668,0.5305164319248826,0
HH-07252,Gakenke,-1.671967,29.860389,2023-06-26,5.0,10.2,0.7,2010,26.9,24.8,21.8,25.1,23.2,19.4,1.4069999999999998,6,0,0.07614393503496093,51.0,23.53333333333333,0.5385620915032681,0
HH-05307,Burera,-1.48416,29.810022,2023-01-21,3.0,6.7,7.3,2008,18.9,18.1,18.5,17.0,16.6,18.5,14.6584,1,0,0.13034603571145076,20.1,17.933333333333334,0.10779436152570486,1
HH-00539,Musanze,-1.460468,29.636694,2024-04-30,4.0,8.3,6.4,1950,14.0,13.3,16.9,11.5,13.3,15.4,12.48,4,1,0.054941620813032215,33.2,14.066666666666668,0.5763052208835341,0
HH-07875,Burera,-1.439735,29.759214,2023-12-09,1.0,8.6,3.5,1736,7.9,7.6,7.4,7.8,8.5,7.3,6.076,12,1,0.07094965003439513,8.6,7.75,0.09883720930232555,1
HH-03871,Musanze,-1.534574,29.670187,2023-01-12,5.0,12.7,4.7,2146,64.8,47.5,58.2,56.0,46.1,52.4,10.0862,1,0,0.11307585193843855,63.5,54.166666666666664,0.14698162729658795,1
HH-05455,Rulindo,-1.772294,30.048821,2023-02-05,4.0,8.5,9.9,1685,32.5,32.8,25.3,34.4,26.5,29.7,16.6815,2,0,0.09638802298914258,34.0,30.2,0.11176470588235296,1
HH-03947,Rulindo,-1.77732,29.954297,2024-02-28,6.0,0.2,2.3,1641,43.3,37.3,46.2,32.2,38.1,37.9,3.7742999999999998,2,0,0.04340535335902408,1.2000000000000002,39.166666666666664,-31.63888888888888,1
HH-07374,Burera,-1.485464,29.728309,2024-03-10,3.0,11.4,0.5,1884,15.2,16.9,17.1,16.7,18.7,13.1,0.942,3,1,0.06243055400833904,34.2,16.28333333333333,0.523879142300195,0
HH-01840,Musanze,-1.500757,29.630018,2023-09-23,5.0,13.0,2.0,1937,,26.3,27.8,32.2,24.3,27.9,3.874,9,1,0.06059894754628502,65.0,27.7,0.5738461538461538,0
HH-01704,Burera,-1.410721,29.807538,2023-12-18,5.0,11.6,1.0,1988,46.1,48.6,43.9,56.3,45.1,53.3,1.988,12,1,0.12221847651393435,58.0,48.883333333333326,0.15718390804597715,1
HH-06873,Burera,-1.470746,29.829103,2023-03-09,3.0,10.3,9.3,2104,12.1,15.3,15.8,16.6,13.4,15.6,19.567200000000003,3,1,0.1446672190438703,30.900000000000002,14.799999999999999,0.5210355987055016,0
HH-04739,Musanze,-1.515522,29.596304,2024-05-01,4.0,7.8,4.6,2054,32.0,28.2,29.5,32.8,29.2,26.5,9.448399999999998,5,1,0.05353800885463071,31.2,29.7,0.04807692307692308,1
HH-06675,Nyabihu,-1.630074,29.460661,2024-01-07,4.0,8.5,1.0,2463,29.3,31.3,27.1,27.6,27.9,24.5,2.463,1,0,0.08630933142488156,34.0,27.950000000000003,0.17794117647058816,1
HH-07951,Gakenke,-1.746562,29.771632,2023-02-09,3.0,9.3,3.2,2004,23.5,26.8,23.4,23.8,24.4,24.5,6.412800000000001,2,0,0.07556409986349073,27.900000000000002,24.399999999999995,0.12544802867383537,1
HH-02654,Nyabihu,-1.600851,29.532341,2024-03-10,3.0,12.3,1.8,2487,19.9,22.4,21.8,16.7,18.4,14.1,4.4766,3,1,0.12592459979831544,36.900000000000006,18.88333333333333,0.48825654923215916,0
HH-04951,Musanze,9.285154,29.624293,2023-08-31,5.0,7.8,2.2,1722,35.8,41.3,,32.3,34.9,34.0,3.7884,8,0,10.74920584123419,39.0,35.66,0.08564102564102573,1
HH-03423,Rulindo,-1.781184,30.005132,2023-09-30,5.0,6.4,7.1,1663,26.0,31.2,28.3,31.6,29.1,26.3,11.8073,9,1,0.0649034698471379,32.0,28.75,0.1015625,1
HH-02971,Musanze,-1.507221,29.62482,2023-09-09,6.0,6.3,1.5,1959,19.3,16.6,19.5,,14.5,15.7,2.9385000000000003,9,1,0.060959270151087264,37.8,17.12,0.5470899470899471,0
HH-04185,Nyabihu,-1.627946,29.496354,2023-05-03,3.0,14.2,5.6,2466,13.2,13.4,,12.0,,14.9,13.8096,5,1,0.1083396207246553,42.599999999999994,13.375,0.6860328638497653,0
HH-06305,Musanze,-1.504097,29.626209,2023-06-09,5.0,8.6,4.3,1790,20.1,23.7,22.5,18.5,17.9,19.0,7.697,6,0,0.05980642973319689,43.0,20.28333333333333,0.5282945736434109,0
HH-02023,Gakenke,-1.633853,29.804365,2023-05-20,6.0,9.5,3.8,2249,41.5,50.7,50.7,42.8,56.1,60.4,8.5462,5,1,0.04317908604537814,57.0,50.36666666666667,0.11637426900584795,1
HH-07609,Musanze,-1.5148,29.646015,2024-01-31,3.0,7.3,6.5,2003,21.5,23.8,,22.3,16.5,22.2,13.0195,1,0,0.08184885417748344,21.9,21.259999999999998,0.02922374429223747,1
HH-05770,Gakenke,-1.741837,29.772098,2023-09-18,2.0,7.0,8.1,1976,13.3,11.0,12.9,13.3,14.5,12.9,16.005599999999998,9,1,0.07082836981569518,14.0,12.983333333333334,0.07261904761904756,1
HH-01006,Rulindo,-1.736492,29.974001,2024-05-06,4.0,7.9,3.9,1719,26.4,30.2,30.8,23.8,27.7,29.4,6.7041,5,1,0.013943155125448466,31.6,28.049999999999997,0.11234177215189886,1
HH-06077,Musanze,-1.536771,29.614472,2023-04-03,5.0,9.4,3.2,1740,39.1,39.8,,40.4,44.3,42.9,5.5680000000000005,4,1,0.07977182860048222,47.0,41.300000000000004,0.12127659574468076,1
HH-01321,Musanze,-1.464037,29.653813,2024-06-10,5.0,14.2,3.3,1783,67.7,67.9,59.5,75.3,59.2,74.2,5.8839,6,0,0.07194905189222396,71.0,67.3,0.05211267605633807,1
HH-05762,Gakenke,-1.6727655000000001,29.830696500000002,2023-03-06,3.0,11.5,0.6,2301,,15.3,13.4,16.2,18.4,16.9,1.3806,3,1,0.04645676790632261,34.5,16.04,0.535072463768116,0
HH-05892,Burera,-1.442581,29.712092,2024-05-06,5.0,8.9,2.5,2012,34.2,43.7,41.0,39.6,41.0,44.6,5.03,5,1,0.024321844413626427,44.5,40.68333333333333,0.08576779026217236,1
HH-02756,Musanze,-1.488885,29.595189,2024-01-12,4.0,10.9,10.3,2088,20.4,15.5,22.2,21.2,16.2,17.3,21.506400000000003,1,0,0.028256111920975283,43.6,18.8,0.5688073394495413,0
HH-07459,Musanze,-1.472007,29.632705,2023-05-18,8.0,10.4,3.6,1857,44.7,29.3,42.2,38.3,40.2,30.6,6.6852,5,1,0.05147264380779686,83.2,37.55,0.5486778846153847,0
HH-00409,Gakenke,-1.674389,29.859103,2023-01-17,2.0,8.6,2.1,1866,16.3,15.3,16.1,13.3,17.4,16.4,3.9186000000000005,1,0,0.07489416359328752,17.2,15.800000000000002,0.08139534883720911,1
HH-01198,Gakenke,-1.687838,29.88823,2023-03-16,3.0,9.1,3.4,2153,14.7,,10.4,12.8,13.9,9.2,7.3202,3,1,0.10517539177570195,27.299999999999997,12.2,0.5531135531135531,0
HH-07871,Rulindo,-1.780942,30.074322,2023-05-10,2.0,7.9,10.5,1763,9.4,6.3,7.3,7.9,6.8,8.2,18.511499999999998,5,1,0.12325152913687806,15.8,7.649999999999999,0.5158227848101267,0
HH-07711,Nyabihu,-1.608714,29.460718,2024-06-20,6.0,12.2,0.9,2643,30.2,42.4,44.2,40.3,33.0,35.9,2.3787,6,0,0.06931428652110781,73.19999999999999,37.666666666666664,0.48542805100182146,0
HH-07881,Nyabihu,-1.647889,29.476924,2023-12-09,5.0,8.5,16.5,2447,35.1,38.5,41.3,35.6,40.3,32.1,40.3755,12,1,0.11015583433107784,42.5,37.15,0.1258823529411765,1
HH-01324,Nyabihu,-1.59898,29.499671,2024-06-20,3.0,9.4,6.0,2540,27.3,20.9,29.3,29.4,26.8,27.2,15.24,6,0,0.0950973137376214,28.200000000000003,26.816666666666666,0.049054373522458734,1
HH-01057,Rulindo,-1.787659,30.056419,2023-04-17,4.0,13.2,2.9,1856,23.0,25.0,20.4,20.0,20.3,26.0,5.3824000000000005,4,1,0.10998915381094,52.8,22.45,0.5748106060606061,0
HH-04670,Rulindo,-1.764407,29.964604,2023-04-29,3.0,8.5,0.5,1659,14.6,12.1,11.1,11.6,14.2,9.6,0.8295,4,1,0.0304018793686473,25.5,12.199999999999998,0.5215686274509805,0
HH-03800,Burera,-1.446137,29.744728,2024-03-10,3.0,6.4,3.9,1797,18.2,17.7,17.7,16.8,14.8,14.2,7.008299999999999,3,1,0.057080815042621406,19.200000000000003,16.566666666666666,0.13715277777777793,1
HH-03013,Musanze,-1.452548,29.586549,2023-03-04,6.0,10.0,1.7,1916,58.0,47.9,61.5,61.7,53.8,60.5,3.2571999999999997,3,1,0.012343750066233262,60.0,57.23333333333334,0.04611111111111098,1
HH-01671,Musanze,-1.469873,29.680863,2024-02-18,6.0,7.1,2.1,1901,19.9,17.3,23.8,24.3,18.8,21.0,3.9921,2,0,0.09917496431623755,42.599999999999994,20.849999999999998,0.5105633802816901,0
HH-00941,Musanze,-1.518435,29.568959,2023-01-02,2.0,8.2,1.9,1695,6.6,8.2,7.2,8.7,8.2,6.3,3.2205,1,0,0.05597482785403397,16.4,7.533333333333332,0.5406504065040652,0
HH-03306,Musanze,-1.5006784999999998,29.624293,2024-01-19,2.0,11.2,2.9,1887,11.6,8.4,11.4,10.5,9.2,8.2,5.4723,1,0,0.05610592533544625,22.4,9.883333333333333,0.5587797619047619,0
HH-07174,Rulindo,-1.753126,29.977016,2024-01-12,4.0,10.2,0.6,1834,24.0,23.0,16.6,19.0,19.4,14.6,1.1004,1,0,0.02520802519684097,40.8,19.433333333333334,0.5236928104575163,0
HH-05492,Rulindo,-1.725557,30.032877,2024-03-22,4.0,12.6,5.4,1819,43.2,44.1,48.3,44.8,45.3,47.7,9.8226,3,1,0.0731760174593228,50.4,45.56666666666667,0.0958994708994708,1
HH-02777,Nyabihu,-1.602906,29.463305,2023-05-20,6.0,6.9,3.5,2295,,23.2,14.7,16.2,17.0,14.0,8.032499999999999,5,1,0.06700163498785018,41.400000000000006,17.02,0.5888888888888889,0
HH-00577,Nyabihu,-1.578719,29.505284,2024-05-02,3.0,7.1,3.3,2381,22.0,17.5,19.3,20.3,18.2,17.8,7.857299999999999,5,1,0.0935886359596185,21.299999999999997,19.183333333333334,0.09937402190923304,1
HH-03419,Musanze,-1.527013,29.693516,2023-02-17,7.0,8.5,2.7,1906,25.8,27.6,32.9,29.4,26.6,26.8,5.1462,2,0,0.12822180899737312,59.5,28.183333333333337,0.5263305322128851,0
HH-01742,Rulindo,-1.722745,30.080322,2023-05-24,4.0,9.6,6.6,1914,39.3,38.3,31.4,34.9,37.2,40.0,12.632399999999999,5,1,0.12065091005540102,38.4,36.85,0.04036458333333326,1
HH-01670,Rulindo,-1.734068,29.994806,2023-10-19,6.0,7.2,3.3,1888,19.8,24.6,16.6,15.4,20.3,23.5,6.2303999999999995,10,1,0.03457914911074139,43.2,20.033333333333335,0.5362654320987654,0
HH-05357,Nyabihu,-1.575694,29.483066,2023-11-08,5.0,7.0,10.5,2516,33.2,32.1,35.7,30.5,27.5,30.9,26.418,11,1,0.071298335402948,35.0,31.650000000000002,0.09571428571428565,1
HH-02923,Rulindo,-1.799536,30.080177,2023-01-08,2.0,9.8,1.9,1844,11.9,8.6,10.8,9.9,9.2,7.0,3.5036,1,0,0.13653100340139274,19.6,9.566666666666668,0.5119047619047619,0
HH-05047,Burera,-1.450506,29.804254,2023-03-22,8.0,9.1,5.9,1882,62.3,60.9,62.2,68.8,76.1,64.9,11.1038,3,1,0.11667836383843745,72.8,65.86666666666666,0.09523809523809529,1
HH-00178,Musanze,-1.528025,29.559716,2024-01-11,5.0,14.2,7.8,1684,69.8,77.2,71.9,61.3,70.2,64.2,13.1352,1,0,0.06777771800530089,71.0,69.1,0.02676056338028177,1
HH-07221,Gakenke,-1.73434,29.81578,2023-08-24,7.0,12.5,4.6,1830,69.0,91.2,90.2,77.4,91.7,87.4,8.418,8,0,0.06981040899509568,87.5,84.48333333333333,0.034476190476190466,1
HH-01818,Rulindo,-1.730861,30.02567,2023-08-19,4.0,10.0,3.9,1724,19.4,22.7,17.9,19.7,16.0,15.1,6.723599999999999,8,0,0.06553366023751765,40.0,18.466666666666665,0.5383333333333333,0
HH-06621,Nyabihu,-1.630653,29.535882,2024-02-10,4.0,7.2,1.4,2551,29.0,25.3,22.2,20.3,27.8,31.1,3.5714,2,0,0.14208067211003073,28.8,25.95,0.09895833333333338,1
HH-01729,Rulindo,-1.706084,30.079987,2023-06-11,6.0,9.7,4.3,2057,49.5,59.9,54.1,60.5,47.4,53.8,8.845099999999999,6,0,0.12304324517765189,58.199999999999996,54.199999999999996,0.06872852233676977,1
HH-05924,Burera,-1.446009,29.811631,2024-05-09,3.0,8.4,0.9,2071,21.7,20.9,24.4,21.2,27.1,22.0,1.8639000000000001,5,1,0.12362312412724634,25.200000000000003,22.883333333333336,0.0919312169312169,1
HH-05547,Nyabihu,-1.577093,29.466166,2024-02-12,4.0,7.3,2.4,2372,37.8,30.3,35.6,35.3,,31.1,5.692799999999999,2,0,0.055619093779143064,29.2,34.019999999999996,-0.16506849315068484,1
HH-03935,Musanze,-1.494806,29.699304,2023-03-15,3.0,9.9,4.3,1935,17.1,12.7,15.8,13.1,13.0,14.1,8.3205,3,1,0.12142130744699026,29.700000000000003,14.299999999999999,0.5185185185185186,0
HH-00329,Musanze,-1.499735,29.648421,2023-10-27,7.0,8.3,9.1,1647,55.4,45.9,44.2,60.6,50.1,46.3,14.9877,10,1,0.07555863717716525,58.10000000000001,50.416666666666664,0.13224325874928303,1
HH-02555,Nyabihu,-1.614924,29.504587,2023-03-08,0.0,14.2,0.6,2411,23.9,22.4,24.2,22.9,21.4,,1.4465999999999999,3,1,0.10719037810745806,0.0,22.96,-inf,1
HH-02125,Gakenke,-1.646148,29.779168,2023-05-01,5.0,9.9,11.8,1885,20.6,27.7,19.1,23.7,21.7,22.6,22.243000000000002,5,1,0.026402774397507812,49.5,22.566666666666666,0.5441077441077441,0
HH-05783,Burera,-1.461379,29.755677,2023-06-07,8.0,9.3,6.5,2037,35.0,37.1,30.7,33.5,26.2,30.9,13.240499999999999,6,0,0.07147160125051828,74.4,32.233333333333334,0.5667562724014337,0
HH-06386,Burera,-1.428254,29.830453,2023-06-20,5.0,12.0,1.2,1849,56.4,,58.0,52.4,50.4,53.9,2.2188,6,0,0.14245765145709943,60.0,54.220000000000006,0.09633333333333323,1
